"lake","site","laketype","date","chla_ugL_INT","NH4_mgL","pH","secchi_m","TN_mgm3","TP_mgm3","depth_m","method","TN_TP"
"Tarawera","5","Stratified",2011-08-16,1.9,0.015,7.8,8,74,24,"0.1","integrated",3.08333333333333
"Okaro","1","Stratified",2011-08-17,14.2,0.492,7.6,2.428,1060,115,"0.1","integrated",9.21739130434783
"Tikitapu","1","Stratified",2011-08-17,2.6,0.003,6.7,8.5,166,6,"0.1","integrated",27.6666666666667
"Rerewhakaaitu","1","Polymictic",2011-08-17,5.9,0.005,7.8,5.25,352,9,"0.1","integrated",39.1111111111111
"Rotomahana","2","Stratified",2011-08-17,5.3,0.008,7.2,NA,211,59,"0.1","integrated",3.57627118644068
"Rotoma","1","Stratified",2011-09-20,1.6,0.004,7.2,13.32,92,7,"0.1","integrated",13.1428571428571
"Rotoehu","3","Polymictic",2011-09-20,9.9,0.009,7.8,2.85,265,28,"0.1","integrated",9.46428571428571
"Rotoiti","Okawa","Stratified",2011-09-20,20.2,0.004,7.6,5.38,327,42,"0.1","integrated",7.78571428571429
"Rotoiti","3","Stratified",2011-09-20,5.8,0.004,7.3,6.2,170,26,"0.1","integrated",6.53846153846154
"Okataina","1","Stratified",2011-09-20,3.4,0.003,7.5,7.25,83,11,"0.1","integrated",7.54545454545455
"Rotorua","5","Polymictic",2011-09-21,NA,NA,NA,2.65,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2011-09-21,NA,NA,NA,2.65,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2011-09-21,1.9,0.006,6.5,9.1,154,3,"0.1","integrated",51.3333333333333
"Okareka","1","Stratified",2011-09-21,3.5,0.008,7.7,8.31,164,8,"0.1","integrated",20.5
"Tarawera","5","Stratified",2011-09-21,1,0.003,7.8,9.8,84,23,"0.1","integrated",3.65217391304348
"Okaro","1","Stratified",2011-09-22,35.2,0.008,9.5,2.35,717,68,"0.1","integrated",10.5441176470588
"Rerewhakaaitu","1","Polymictic",2011-09-22,4.3,0.006,7.6,5.15,366,9,"0.1","integrated",40.6666666666667
"Rotomahana","2","Stratified",2011-09-22,6.6,0.012,7.1,NA,199,52,"0.1","integrated",3.82692307692308
"Rotoma","1","Stratified",2011-10-24,1,0.003,7.7,10.75,91,20,"0.1","integrated",4.55
"Rotoehu","3","Polymictic",2011-10-24,4.2,0.003,7.6,3.6,274,32,"0.1","integrated",8.5625
"Rotoiti","Okawa","Stratified",2011-10-24,6.2,0.003,7.4,2.24,233,32,"0.1","integrated",7.28125
"Rotoiti","3","Stratified",2011-10-24,5.9,0.001,7.3,6.3,190,24,"0.1","integrated",7.91666666666667
"Okataina","1","Stratified",2011-10-24,2.4,0.001,7.5,9,103,11,"0.1","integrated",9.36363636363636
"Rotorua","5","Polymictic",2011-10-25,NA,NA,NA,2.5,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2011-10-25,NA,NA,NA,2.35,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2011-10-25,2.2,0.003,7.8,8.2,155,4,"0.1","integrated",38.75
"Okareka","1","Stratified",2011-10-25,4.1,0.005,7.6,9.32,182,9,"0.1","integrated",20.2222222222222
"Tarawera","5","Stratified",2011-10-25,0.8,0.001,7.9,8.65,74,19,"0.1","integrated",3.89473684210526
"Okaro","1","Stratified",2011-10-26,10.8,0.004,9.6,3.05,458,38,"0.1","integrated",12.0526315789474
"Rerewhakaaitu","1","Polymictic",2011-10-26,2.7,0.012,7.6,5,372,11,"0.1","integrated",33.8181818181818
"Rotomahana","2","Stratified",2011-10-26,4.2,0.003,7.6,NA,194,46,"0.1","integrated",4.21739130434783
"Rotoma","1","Stratified",2011-11-13,0.9,0.009,7,11.1,95,7,"0.1","integrated",13.5714285714286
"Rotoehu","3","Polymictic",2011-11-13,4,0.011,7.3,4.05,278,24,"0.1","integrated",11.5833333333333
"Rotoiti","Okawa","Stratified",2011-11-13,3.1,0.003,7.1,1.95,248,28,"0.1","integrated",8.85714285714286
"Rotoiti","3","Stratified",2011-11-13,4,0.002,7.2,5.95,193,22,"0.1","integrated",8.77272727272727
"Okataina","1","Stratified",2011-11-13,1.2,0.003,7.3,9.15,88,11,"0.1","integrated",8
"Rotorua","5","Polymictic",2011-11-15,NA,NA,NA,2.95,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2011-11-15,NA,NA,NA,3.02,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2011-11-15,1.7,0.002,6.7,7.1,163,5,"0.1","integrated",32.6
"Okareka","1","Stratified",2011-11-15,6.4,0.005,7.5,7.75,202,10,"0.1","integrated",20.2
"Tarawera","5","Stratified",2011-11-15,0.7,0.002,7.9,10.35,83,22,"0.1","integrated",3.77272727272727
"Okaro","1","Stratified",2011-11-16,76.9,0.009,10.2,1,1330,47,"0.1","integrated",28.2978723404255
"Rerewhakaaitu","1","Polymictic",2011-11-16,3.2,0.006,7.3,4.15,380,10,"0.1","integrated",38
"Rotomahana","2","Stratified",2011-11-16,5.1,0.009,7.6,NA,189,49,"0.1","integrated",3.85714285714286
"Okaro","1","Stratified",2011-12-13,156.7,0.008,10,0.75,2040,64,"0.1","integrated",31.875
"Rerewhakaaitu","1","Polymictic",2011-12-13,2.5,0.021,7.4,5.65,395,10,"0.1","integrated",39.5
"Rotomahana","2","Stratified",2011-12-13,8.8,0.005,7.6,NA,222,47,"0.1","integrated",4.72340425531915
"Rotorua","5","Polymictic",2011-12-19,NA,NA,NA,2.85,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2011-12-19,NA,NA,NA,2.75,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2011-12-19,1.65,0.0035,7,5.9,173.5,5,"0.1","integrated",34.7
"Okareka","1","Stratified",2011-12-19,4.6,0.005,7.8,5.7,216,11,"0.1","integrated",19.6363636363636
"Tarawera","5","Stratified",2011-12-19,2.5,0.003,7.9,6.2,117,19,"0.1","integrated",6.15789473684211
"Tikitapu","1","Stratified",2011-12-20,1.6,0.005,7.3,5.55,184,5,"0.1","integrated",36.8
"Rotoma","1","Stratified",2011-12-20,0.7,0.021,7.2,14.75,92,4,"0.1","integrated",23
"Rotoehu","3","Polymictic",2011-12-20,4.5,0.049,7.9,3.55,280,33,"0.1","integrated",8.48484848484848
"Rotoiti","Okawa","Stratified",2011-12-20,9.1,0.017,7.4,1.49,343,36,"0.1","integrated",9.52777777777778
"Rotoiti","3","Stratified",2011-12-20,4.2,0.012,7.1,6.522,199,18,"0.1","integrated",11.0555555555556
"Okataina","1","Stratified",2011-12-20,1.2,0.003,7.6,10.5,92,11,"0.1","integrated",8.36363636363636
"Rotoma","1","Stratified",2012-01-16,1,0.011,7,13,97,5,"0.1","integrated",19.4
"Rotoehu","3","Polymictic",2012-01-16,3,0.008,7.6,3.7,215,22,"0.1","integrated",9.77272727272727
"Rotoiti","Okawa","Stratified",2012-01-16,4,0.01,7.3,2,267,31,"0.1","integrated",8.61290322580645
"Rotoiti","3","Stratified",2012-01-16,4,0.007,7.2,7.03133333333333,189,17,"0.1","integrated",11.1176470588235
"Okataina","1","Stratified",2012-01-16,2,0.011,7.4,9.35,97,13,"0.1","integrated",7.46153846153846
"Rotorua","5","Polymictic",2012-01-17,NA,NA,NA,2.38,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2012-01-17,NA,NA,NA,2.4,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2012-01-17,2,0.005,7.1,5.2,172,5,"0.1","integrated",34.4
"Okareka","1","Stratified",2012-01-17,5,0.005,7.8,6.6,203,11,"0.1","integrated",18.4545454545455
"Tarawera","5","Stratified",2012-01-17,1,0.007,8,6.11,114,22,"0.1","integrated",5.18181818181818
"Okaro","1","Stratified",2012-01-18,7,0.129,8,2.1,953,32,"0.1","integrated",29.78125
"Rerewhakaaitu","1","Polymictic",2012-01-18,6,0.003,7.4,4.15,357,13,"0.1","integrated",27.4615384615385
"Rotomahana","2","Stratified",2012-01-18,10,0.004,7.5,NA,231,49,"0.1","integrated",4.71428571428571
"Okaro","1","Stratified",2012-02-20,41.9,0.008,9.5,2.05,432,24,"0.1","integrated",18
"Rerewhakaaitu","1","Polymictic",2012-02-20,3.8,0.016,7,3.6,356,15,"0.1","integrated",23.7333333333333
"Rotomahana","2","Stratified",2012-02-20,4.7,0.002,7.6,NA,198,49,"0.1","integrated",4.04081632653061
"Rotoma","1","Stratified",2012-02-21,0.7,0.01,6.9,13.05,102,8,"0.1","integrated",12.75
"Rotoehu","3","Polymictic",2012-02-21,3.25,0.006,7.75,3.5,244,25,"0.1","integrated",9.76
"Rotoiti","Okawa","Stratified",2012-02-21,5.3,0.015,7.1,2.7,288,42,"0.1","integrated",6.85714285714286
"Rotoiti","3","Stratified",2012-02-21,3.1,0.012,7.4,7.54066666666667,209,17,"0.1","integrated",12.2941176470588
"Okataina","1","Stratified",2012-02-21,1.5,0.002,7.4,10.6,103,13,"0.1","integrated",7.92307692307692
"Rotoehu","3","Polymictic",2012-02-22,3.5,0.004,7.9,2.9,273,28,"0.1","integrated",9.75
"Rotorua","5","Polymictic",2012-02-23,NA,NA,NA,4.2,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2012-02-23,NA,NA,NA,3.4,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2012-02-23,1.3,0.006,7.1,7.55,162,4,"0.1","integrated",40.5
"Okareka","1","Stratified",2012-02-23,2.3,0.004,7.9,8.4,223,8,"0.1","integrated",27.875
"Tarawera","5","Stratified",2012-02-23,1.3,0.001,8.1,8.8,104,16,"0.1","integrated",6.5
"Okaro","1","Stratified",2012-03-25,22.8,0.0065,8.65,3.24,400.5,20.5,"0.1","integrated",19.5365853658537
"Rerewhakaaitu","1","Polymictic",2012-03-25,5.1,0.0085,7.25,4.14,361.5,13.5,"0.1","integrated",26.7777777777778
"Rotomahana","2","Stratified",2012-03-25,5.1,0.001,7.4,NA,179,37,"0.1","integrated",4.83783783783784
"Okaro","1","Stratified",2012-03-26,3.7,0.005,7.8,3.42,369,17,"0.1","integrated",21.7058823529412
"Rerewhakaaitu","1","Polymictic",2012-03-26,6.4,0.001,7.5,4.445,367,12,"0.1","integrated",30.5833333333333
"Rotoma","1","Stratified",2012-03-27,0.9,0.014,7.6,13.85,100,6,"0.1","integrated",16.6666666666667
"Rotoehu","3","Polymictic",2012-03-27,5.8,0.001,8,2.3,279,31,"0.1","integrated",9
"Rotoiti","Okawa","Stratified",2012-03-27,7.1,0.001,7.3,5.43,236,31,"0.1","integrated",7.61290322580645
"Rotoiti","3","Stratified",2012-03-27,7.4,0.002,7.2,8.05,190,15,"0.1","integrated",12.6666666666667
"Okataina","1","Stratified",2012-03-27,2.6,0.001,7.5,8.6,101,11,"0.1","integrated",9.18181818181818
"Rotorua","5","Polymictic",2012-03-28,NA,NA,NA,4.5,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2012-03-28,NA,NA,NA,3.45,NA,NA,"0.1","integrated",NA
"Okareka","1","Stratified",2012-03-28,2.5,0.001,7.7,8.65,182,8,"0.1","integrated",22.75
"Tarawera","5","Stratified",2012-03-28,1.1,0.001,7.8,7.93,94,16,"0.1","integrated",5.875
"Rotoma","1","Stratified",2012-04-16,0.8,0.001,7.4,6.23,89,7,"0.1","integrated",12.7142857142857
"Rotoehu","3","Polymictic",2012-04-16,5.6,0.007,7.9,3,281,30,"0.1","integrated",9.36666666666667
"Rotoiti","Okawa","Stratified",2012-04-16,5.8,0.001,7.4,2.695,240.5,29.5,"0.1","integrated",8.15254237288136
"Okataina","1","Stratified",2012-04-16,2,0.001,7.5,10.4,108,43,"0.1","integrated",2.51162790697674
"Rotorua","5","Polymictic",2012-04-17,NA,NA,NA,3.98,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2012-04-17,NA,NA,NA,3.9,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2012-04-17,1.45,0.0035,6.9,8.09,160,4,"0.1","integrated",40
"Okareka","1","Stratified",2012-04-17,3.1,0.001,7.4,7.26,201,9,"0.1","integrated",22.3333333333333
"Rotoehu","3","Polymictic",2012-04-17,5.4,0.013,7.8,2.925,283,29,"0.1","integrated",9.75862068965517
"Rotoiti","Okawa","Stratified",2012-04-17,4.5,0.001,7.5,2.7275,245,28,"0.1","integrated",8.75
"Rotoiti","3","Stratified",2012-04-17,6.4,0.001,7.4,8,187,15,"0.1","integrated",12.4666666666667
"Tarawera","5","Stratified",2012-04-17,1.75,0.001,7.85,7.65,96,16,"0.1","integrated",6
"Okaro","1","Stratified",2012-04-18,6.3,0.004,7.4,3.6,369,20,"0.1","integrated",18.45
"Tikitapu","1","Stratified",2012-04-18,1.6,0.001,6.7,7.59333333333333,158,4,"0.1","integrated",39.5
"Rerewhakaaitu","1","Polymictic",2012-04-18,4.4,0.003,7.4,4.75,376,14,"0.1","integrated",26.8571428571429
"Tarawera","5","Stratified",2012-04-18,2.4,0.001,7.9,7.825,98,16,"0.1","integrated",6.125
"Rotomahana","2","Stratified",2012-04-18,3.5,0.001,7.4,NA,182,37,"0.1","integrated",4.91891891891892
"Rotoma","1","Stratified",2012-05-14,1.1,0.005,7.4,14.37,100,5,"0.1","integrated",20
"Rotoehu","3","Polymictic",2012-05-14,9.1,0.0075,7.8,2.85,261.5,28,"0.1","integrated",9.33928571428571
"Rotoiti","Okawa","Stratified",2012-05-14,8.8,0.003,7.5,2.76,332,32,"0.1","integrated",10.375
"Rotoiti","3","Stratified",2012-05-14,8.8,0.001,7.3,7.95,177,16,"0.1","integrated",11.0625
"Okataina","1","Stratified",2012-05-14,2.7,0.001,7.5,11.7,102,11,"0.1","integrated",9.27272727272727
"Rotoehu","3","Polymictic",2012-05-15,12.8,0.002,7.8,2.775,240,27,"0.1","integrated",8.88888888888889
"Rotorua","5","Polymictic",2012-05-16,NA,NA,NA,3.9,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2012-05-16,NA,NA,NA,3.7,NA,NA,"0.1","integrated",NA
"Okareka","1","Stratified",2012-05-16,4.2,0.001,7.6,7.9,172,9,"0.1","integrated",19.1111111111111
"Tarawera","5","Stratified",2012-05-16,1.4,0.001,7.8,8,90,17,"0.1","integrated",5.29411764705882
"Okaro","1","Stratified",2012-05-17,19.3,1.26,6.9,1.75,1610,231,"0.1","integrated",6.96969696969697
"Tikitapu","1","Stratified",2012-05-17,1.7,0.001,6.7,7.09666666666667,150,4,"0.1","integrated",37.5
"Rerewhakaaitu","1","Polymictic",2012-05-17,5.5,0.002,7.4,5.1,331,10,"0.1","integrated",33.1
"Rotomahana","2","Stratified",2012-05-17,2.6,0.007,6.9,NA,187,46,"0.1","integrated",4.06521739130435
"Rotoma","1","Stratified",2012-06-24,1.9,0.006,6.7,15,98,16,"0.1","integrated",6.125
"Rotoehu","3","Polymictic",2012-06-24,10.7,0.0025,7.8,2.7,236,62.5,"0.1","integrated",3.776
"Rotoiti","Okawa","Stratified",2012-06-24,8.2,0.001,7.3,5.44,322,33,"0.1","integrated",9.75757575757576
"Rotoiti","3","Stratified",2012-06-24,9,0.009,7.1,7.9,161,28,"0.1","integrated",5.75
"Okataina","1","Stratified",2012-06-24,3.2,0.001,7.2,9.22,83,16,"0.1","integrated",5.1875
"Rotorua","2","Polymictic",2012-06-25,NA,NA,NA,4.85,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2012-06-25,2,0.003,6.7,6.6,152,16,"0.1","integrated",9.5
"Okareka","1","Stratified",2012-06-25,5,0.005,7.2,5,178,11,"0.1","integrated",16.1818181818182
"Rotoehu","3","Polymictic",2012-06-25,8.6,0.003,7.8,2.725,232,98,"0.1","integrated",2.36734693877551
"Tarawera","5","Stratified",2012-06-25,1.6,0.001,7.6,8.9,73,22,"0.1","integrated",3.31818181818182
"Okaro","1","Stratified",2012-06-26,28.9,0.405,7.1,1.95,1110,134,"0.1","integrated",8.28358208955224
"Rerewhakaaitu","1","Polymictic",2012-06-26,4.7,0.005,7.3,6.25,336,10,"0.1","integrated",33.6
"Rotomahana","2","Stratified",2012-06-26,2.9,0.007,6.7,NA,220,55,"0.1","integrated",4
"Rotoma","1","Stratified",2012-07-17,1.4,0.011,6.8,12.4,109,6,"0.1","integrated",18.1666666666667
"Rotoehu","3","Polymictic",2012-07-17,9.4,0.003,7.75,2.75,215,60.5,"0.1","integrated",3.55371900826446
"Rotoiti","Okawa","Stratified",2012-07-17,7.4,0.004,7.2,2.53,236,25,"0.1","integrated",9.44
"Rotoiti","3","Stratified",2012-07-17,5.8,0.004,7.2,7.85,157,24,"0.1","integrated",6.54166666666667
"Okataina","1","Stratified",2012-07-17,2.3,0.008,7.1,6.95,88,13,"0.1","integrated",6.76923076923077
"Rotorua","5","Polymictic",2012-07-18,NA,NA,NA,4.4,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2012-07-18,NA,NA,NA,3.9,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2012-07-18,2.3,0.0035,6.85,8.2,146.5,10,"0.1","integrated",14.65
"Okareka","1","Stratified",2012-07-18,3.4,0.005,7.5,5.7,153,8,"0.1","integrated",19.125
"Rotoehu","3","Polymictic",2012-07-18,10.2,0.003,7.7,2.55,198,23,"0.1","integrated",8.60869565217391
"Tarawera","5","Stratified",2012-07-18,1.6,0.001,7.6,9.7,70,21,"0.1","integrated",3.33333333333333
"Okaro","1","Stratified",2012-07-19,18.5,0.343,7.3,1.975,1020,113,"0.1","integrated",9.02654867256637
"Tikitapu","1","Stratified",2012-07-19,2.6,0.004,7,7.65,141,4,"0.1","integrated",35.25
"Okareka","1","Stratified",2012-07-19,4.95,0.0035,7.525,6.4,155,7.5,"0.1","integrated",20.6666666666667
"Rerewhakaaitu","1","Polymictic",2012-07-19,2.9,0.005,7.4,6.75,301,7,"0.1","integrated",43
"Tarawera","5","Stratified",2012-07-19,1.85,0.001,7.7,10.5,66,21.5,"0.1","integrated",3.06976744186047
"Rotomahana","2","Stratified",2012-07-19,1.7,0.006,6.8,NA,212,52,"0.1","integrated",4.07692307692308
"Okaro","1","Stratified",2012-08-12,19.1,0.212,7.45,2.07,921,87,"0.1","integrated",10.5862068965517
"Rerewhakaaitu","1","Polymictic",2012-08-12,3.3,0.004,7.3,6.95,322,6,"0.1","integrated",53.6666666666667
"Rotomahana","2","Stratified",2012-08-12,3.9,0.001,7.15,NA,205,54,"0.1","integrated",3.7962962962963
"Rotoma","1","Stratified",2012-08-13,1.8,0.004,7.15,12.5,94,5,"0.1","integrated",18.8
"Rotoehu","3","Polymictic",2012-08-13,9.45,0.002,7.725,2.35,211.5,24.5,"0.1","integrated",8.63265306122449
"Rotoiti","Okawa","Stratified",2012-08-13,6.6,0.001,7.25,2.84,221,23,"0.1","integrated",9.60869565217391
"Rotoiti","3","Stratified",2012-08-13,5.4,0.001,7.25,6.8,148,13,"0.1","integrated",11.3846153846154
"Okataina","1","Stratified",2012-08-13,4.7,0.001,7.2,7.95,99,12,"0.1","integrated",8.25
"Rotorua","5","Polymictic",2012-08-14,NA,NA,NA,2.525,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2012-08-14,NA,NA,NA,2.3,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2012-08-14,2.95,0.0025,7.075,7.1,149,4,"0.1","integrated",37.25
"Okareka","1","Stratified",2012-08-14,6.5,0.002,7.55,7.15,157,7,"0.1","integrated",22.4285714285714
"Rotoehu","3","Polymictic",2012-08-14,8.7,0.001,7.75,2.125,225,26,"0.1","integrated",8.65384615384615
"Tarawera","5","Stratified",2012-08-14,2.1,0.001,7.8,7.3,62,22,"0.1","integrated",2.81818181818182
"Tikitapu","1","Stratified",2012-08-15,3.3,0.001,7.15,7.375,157,4,"0.1","integrated",39.25
"Rotoma","1","Stratified",2012-09-17,1.8,0.003,7.5,9.9,85,6,"0.1","integrated",14.1666666666667
"Rotoehu","3","Polymictic",2012-09-17,7.55,0.001,7.875,1.9,245,30,"0.1","integrated",8.16666666666667
"Rotoiti","Okawa","Stratified",2012-09-17,4,0.002,7.4,5.5,260,24,"0.1","integrated",10.8333333333333
"Rotoiti","3","Stratified",2012-09-17,4.2,0.001,7.3,6.7,151,15,"0.1","integrated",10.0666666666667
"Okataina","1","Stratified",2012-09-17,3.6,0.001,7.5,5.9,87,11,"0.1","integrated",7.90909090909091
"Rotorua","5","Polymictic",2012-09-18,NA,NA,NA,1.7,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2012-09-18,NA,NA,NA,1.75,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2012-09-18,2.5,0.003,7.2,7.65,144,3,"0.1","integrated",48
"Okareka","1","Stratified",2012-09-18,4.7,0.001,7.7,8,168,10,"0.1","integrated",16.8
"Rotoehu","3","Polymictic",2012-09-18,6.4,0.001,8,2.25,265,34,"0.1","integrated",7.79411764705882
"Tarawera","5","Stratified",2012-09-18,1.6,0.001,7.8,10.05,64,19,"0.1","integrated",3.36842105263158
"Okaro","1","Stratified",2012-09-19,90,0.003,8.6,0.87,1320,130,"0.1","integrated",10.1538461538462
"Rerewhakaaitu","1","Polymictic",2012-09-19,3,0.001,7.6,5.1,358,9,"0.1","integrated",39.7777777777778
"Rotomahana","2","Stratified",2012-09-19,4.3,0.001,7.1,NA,179,39,"0.1","integrated",4.58974358974359
"Rotoma","1","Stratified",2012-10-15,1.1,0.002,7.1,10.1,90,5,"0.1","integrated",18
"Rotoiti","Okawa","Stratified",2012-10-15,2.8,0.004,7.4,3.33,203,18,"0.1","integrated",11.2777777777778
"Rotoiti","3","Stratified",2012-10-15,5,0.001,7.2,6,149,12,"0.1","integrated",12.4166666666667
"Okataina","1","Stratified",2012-10-15,1.6,0.001,7.4,9.1,71,9,"0.1","integrated",7.88888888888889
"Rotorua","5","Polymictic",2012-10-16,NA,NA,NA,2.6,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2012-10-16,NA,NA,NA,2.85,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2012-10-16,2.2,0.001,7.4,8.2,150,4,"0.1","integrated",37.5
"Okareka","1","Stratified",2012-10-16,2.8,0.001,7.9,7.22,159,8,"0.1","integrated",19.875
"Rotoehu","3","Polymictic",2012-10-16,6.1,0.001,7.65,2.6,248.5,29,"0.1","integrated",8.56896551724138
"Tarawera","5","Stratified",2012-10-16,0.8,0.001,7.6,9.8,69,18,"0.1","integrated",3.83333333333333
"Okaro","1","Stratified",2012-10-17,75.7,0.004,8.6,1,1100,76,"0.1","integrated",14.4736842105263
"Rerewhakaaitu","1","Polymictic",2012-10-17,1.8,0.007,7.6,6.3,365,9,"0.1","integrated",40.5555555555556
"Rotoehu","3","Polymictic",2012-10-17,5.8,0.001,7.3,3.175,232,24,"0.1","integrated",9.66666666666667
"Rotomahana","2","Stratified",2012-10-17,7.3,0.001,7.1,NA,171,40,"0.1","integrated",4.275
"Rotoma","1","Stratified",2012-11-12,1.18,0.001,7.8,10.35,89,6,"0.1","integrated",14.8333333333333
"Rotoehu","3","Polymictic",2012-11-12,4.07,0.001,7.6,3.75,202.5,21,"0.1","integrated",9.64285714285714
"Rotoiti","Okawa","Stratified",2012-11-12,1.84,0.001,7.4,3.8,191,17,"0.1","integrated",11.2352941176471
"Rotoiti","3","Stratified",2012-11-12,1.45,0.001,7.5,6.13166666666667,139,9,"0.1","integrated",15.4444444444444
"Okataina","1","Stratified",2012-11-12,1.12,0.002,7.7,8.7,78,10,"0.1","integrated",7.8
"Rotorua","5","Polymictic",2012-11-13,NA,NA,NA,3.85,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2012-11-13,1.725,0.001,7.3,8.75,148,4,"0.1","integrated",37
"Okareka","1","Stratified",2012-11-13,2.27,0.001,8,9.82,158,7,"0.1","integrated",22.5714285714286
"Rotoehu","3","Polymictic",2012-11-13,2.34,0.001,7.9,3.95,173,18,"0.1","integrated",9.61111111111111
"Tarawera","5","Stratified",2012-11-13,0.72,0.001,8,7.4,70,18,"0.1","integrated",3.88888888888889
"Okaro","1","Stratified",2012-11-14,112,0.006,9.3,0.62,1770,89,"0.1","integrated",19.8876404494382
"Tikitapu","1","Stratified",2012-11-14,1.25,0.001,7.2,7.875,146,4,"0.1","integrated",36.5
"Rerewhakaaitu","1","Polymictic",2012-11-14,2.31,0.011,7.6,7,365,9,"0.1","integrated",40.5555555555556
"Rotomahana","2","Stratified",2012-11-14,3.02,0.001,7.5,NA,160,42,"0.1","integrated",3.80952380952381
"Rotoma","1","Stratified",2012-12-05,0.65,0.001,7.6,12.45,98,5,"0.1","integrated",19.6
"Rotoehu","3","Polymictic",2012-12-05,3.33,0.001,7.85,4.15,184,21,"0.1","integrated",8.76190476190476
"Rotoiti","Okawa","Stratified",2012-12-05,1.7,0.003,7.25,3.4,178,17,"0.1","integrated",10.4705882352941
"Rotoiti","3","Stratified",2012-12-05,1.4,0.001,7.33,6.26333333333333,138,9,"0.1","integrated",15.3333333333333
"Okataina","1","Stratified",2012-12-05,1.5,0.001,7.66,9.95,85,10,"0.1","integrated",8.5
"Rotorua","5","Polymictic",2012-12-11,NA,NA,NA,3.3,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2012-12-11,NA,NA,NA,3.325,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2012-12-11,1.125,0.001,7.25,7,148,4,"0.1","integrated",37
"Okareka","1","Stratified",2012-12-11,0.99,0.003,7.8,9.95,180,8,"0.1","integrated",22.5
"Tarawera","5","Stratified",2012-12-11,2.12,0.001,8,5.4,110,18,"0.1","integrated",6.11111111111111
"Okaro","1","Stratified",2012-12-12,81.37,0.004,9,0.4,1850,87,"0.1","integrated",21.264367816092
"Tikitapu","1","Stratified",2012-12-12,1,0.001,7.3,6.1,150,4,"0.1","integrated",37.5
"Rerewhakaaitu","1","Polymictic",2012-12-12,1.3,0.027,7.3,7.1,377,8,"0.1","integrated",47.125
"Rotomahana","2","Stratified",2012-12-12,5.21,0.001,6.8,NA,178,44,"0.1","integrated",4.04545454545455
"Rotoma","1","Stratified",2013-01-14,0.6,0.001,7.4,14.6,100,7,"0.1","integrated",14.2857142857143
"Rotoehu","3","Polymictic",2013-01-14,2.8,0.001,8,4.25,232,25,"0.1","integrated",9.28
